playerID,coachID,hofID,firstName,lastName,nameNote,nameGiven,nameNick,height,weight,shootCatch,legendsID,ihdbID,hrefID,firstNHL,lastNHL,firstWHA,lastWHA,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity,deathYear,deathMon,deathDay,deathCountry,deathState,deathCity,goals
blomsar01,,,Arto,Blomsten,,Arto,,75,210,L,10126,427,blomsar01,1993,1995,,,D,1965,3,16,Finland,,Vaasa,,,,,,,130
bloommi01,,,Mike,Bloom,,Michael Carroll,,75,206,L,12019,428,bloommi01,1974,1976,,,L,1952,4,12,Canada,ON,Ottawa,,,,,,,133
blouisy01,,,Sylvain,Blouin,,Sylvain Lucien,,74,215,L,14966,14111,blouisy01,1996,2002,,,L,1974,5,21,Canada,QC,Montreal,,,,,,,184
bluejo01,,,John,Blue,,John,,70,185,L,18221,431,bluejo01,1992,1995,,,G,1966,2,19,USA,CA,Huntington Beach,,,,,,,27
blumfr01,,,Frank,Blum,,Frank,,72,180,R,,10497,blumfr01,,,1972,1973,G,1952,6,29,Canada,ON,Sudbury,,,,,,,28
blumjo01,,,John,Blum,,John Joseph,,75,205,R,10127,432,blumjo01,1982,1989,,,D,1959,10,8,USA,MI,Detroit,,,,,,,32
blumjo02,,,Jonathon,Blum,,,,73,178,,,,blumjo02,2010,2011,,,D,1989,1,30,USA,CA,Long Beach,,,,,,,251
blundmi01,,,Michael,Blunden,,,,75,207,R,21662,71747,blundmi01,2006,2011,,,R,1986,12,15,Canada,ON,Toronto,,,,,,,93
bobrose01,,,Sergei,Bobrovsky,,,,74,190,,,,bobrose01,2010,2011,,,G,1988,9,20,Russia,,Novokuznetsk,,,,,,,176
bochebr01,,,Brandon,Bochenski,,Brandon Louis,,73,187,R,20399,56816,bochebr01,2005,2009,,,R,1982,4,4,USA,MN,Blaine,,,,,,,122
bodakbo01,,,Bob,Bodak,,Robert Peter,,74,200,L,12020,439,bodakbo01,1987,1989,,,L,1961,5,28,Canada,ON,Thunder Bay,,,,,,,185
boddygr01,,,Gregg,Boddy,,Gregg Allen,,74,200,L,12021,441,boddygr01,1971,1975,1976,1976,D,1949,3,19,Canada,AB,Ponoka,,,,,,,159
bodgedo01,,,Doug,Bodger,,Douglas,,74,210,L,10130,442,bodgedo01,1984,1999,,,D,1966,6,18,Canada,BC,Chemainus,,,,,,,53
bodietr01,,,Troy,Bodie,,,,76,219,R,21164,71949,bodietr01,2008,2010,,,R,1985,1,25,Canada,MB,Portage La Prairie,,,,,,,161
bodnaan01,,,Andrew,Bodnarchuk,,,,71,172,L,,89570,bodnaan01,2009,2009,,,D,1988,7,11,Canada,AB,Drumheller,,,,,,,84
bodnagu01,,,Gus,Bodnar,born Bodnarchuk,August,,71,160,R,12022,443,bodnagu01,1943,1954,,,C,1923,4,24,Canada,ON,Fort William,2005,7,1,Canada,ON,Oshawa,90
boedkmi01,,,Mikkel,Boedker,,,,71,195,L,22678,106795,boedkmi01,2008,2011,,,L,1989,12,16,Denmark,,Brondby,,,,,,,116
boehmro01,,,Ron,Boehm,,Ronald John,,68,160,L,12023,8751,boehmro01,1967,1967,,,L,1943,8,14,Canada,SK,Allan,,,,,,,96
boescga01,,,Garth,Boesch,,Garth Vernon,,72,180,R,12024,12102,boescga01,1946,1949,,,D,1920,10,7,Canada,SK,Milestone,1998,5,14,,,,54
bogosza01,,,Zach,Bogosian,,,,74,197,R,22673,96505,bogosza01,2008,2011,,,D,1990,7,15,USA,NY,Massena,,,,,,,206
boguner01,,,Eric,Boguniecki,,Eric,,68,192,R,11663,15973,boguner01,1999,2006,,,C,1975,5,6,USA,CT,New Haven,,,,,,,198
bohonlo01,,,Lonny,Bohonos,,Lonny W.,Bo,71,190,R,10010,16396,bohonlo01,1995,1998,,,R,1973,5,20,Canada,MB,Winnipeg,,,,,,,4
bohri01,,,Rick,Boh,,Richard,,70,185,R,12025,9966,bohri01,1987,1987,,,C,1964,5,18,Canada,BC,Kamloops,,,,,,,64
boikoal01,,,Alexandre,Boikov,,Alexandre,,72,200,L,10015,23007,boikoal01,1999,2000,,,D,1975,2,7,Russia,,Chelyabinsk,,,,,,,75
boilema01,boilema01c,,Marc,Boileau,,Marc Claude Romeo Joseph,,71,170,L,12026,450,boilema01,1961,1961,,,C,1932,9,3,Canada,QC,Pointe-Claire,2000,12,27,Canada,QC,Pointe-Claire,138
boilepa01,,,Patrick,Boileau,,Patrick,,72,202,R,15022,18624,boilepa01,1996,2003,,,D,1975,2,22,Canada,QC,Montreal,,,,,,,1
boilere01,,,Rene,Boileau,,Rene Lionel,Chief/Rainy Drinkwater,70,160,L,12027,23521,boilere01,1925,1925,,,C,1904,5,18,Canada,QC,Pointe Claire,1969,,,,,,41
boimifr01,,,Fred,Boimistruck,,Frederick,Broomstick,71,190,R,12028,451,boimifr01,1981,1982,,,D,1962,1,14,Canada,ON,Sudbury,,,,,,,94
boisda01,,,Danny,Bois,,,,73,197,R,20189,55240,boisda01,2006,2006,,,R,1983,6,1,Canada,ON,Thunder Bay,,,,,,,161
boisvgi01,,,Gilles,Boisvert,,Gilles,,68,152,L,18438,10603,boisvgi01,1959,1959,,,G,1933,2,15,Canada,QC,Trois-Rivieres,,,,,,,159
boisvse01,,,Serge,Boisvert,,Serge Pierre,Beaver,69,172,R,12029,452,boisvse01,1982,1987,,,R,1959,6,1,Canada,QC,Drummondville,,,,,,,98
boivicl01,,,Claude,Boivin,,Claude,,74,200,L,10132,453,boivicl01,1991,1994,,,L,1970,3,1,Canada,QC,St. Foy,,,,,,,48
boivile01,boivile01c,boivile01h,Leo,Boivin,,Leo Joseph,,68,183,L,P198601,455,boivile01,1951,1969,,,D,1932,8,2,Canada,ON,Prescott,,,,,,,133
bolanmi01,,,Mike,Boland,,Michael Anthony,,70,183,R,12031,6829,bolanmi01,1974,1974,1972,1972,R,1949,12,16,Canada,QC,Montreal,,,,,,,105
bolanmi02,,,Mike,Boland,,Michael John,,72,190,R,12032,10465,bolanmi02,1974,1978,,,D,1954,10,29,Canada,ON,London,,,,,,,83
boldiiv01,,,Ivan,Boldirev,,Ivan,Ike,72,190,L,12033,458,boldiiv01,1970,1984,,,C,1949,8,15,Yugoslavia,,Zranjanin,,,,,,,253
boldual01,,,Alexandre,Bolduc,,,,73,178,L,21016,62376,boldual01,2008,2011,,,C,1985,6,26,Canada,QC,Montreal,,,,,,,26
bolduda01,,,Danny,Bolduc,,Daniel George,,69,180,L,12034,460,bolduda01,1978,1983,1975,1977,R,1953,4,6,USA,ME,Waterville,,,,,,,7
boldumi01,,,Michel,Bolduc,,Michel,,74,190,L,12035,6470,boldumi01,1981,1982,,,D,1961,3,13,Canada,QC,Ange-Gardien,,,,,,,133
bollada01,,,Dave,Bolland,,,,72,176,R,21290,71780,bollada01,2006,2011,,,C,1986,6,5,Canada,ON,Toronto,,,,,,,100
bollbu01,,,Buzz,Boll,,Frank Thurman,,70,166,L,12036,461,bollbu01,1932,1943,,,L,1911,3,6,Canada,SK,Fillmore,1990,1,1,,,,35
bollibr01,,,Brandon,Bollig,,,,75,215,,,,bollibr01,2011,2011,,,L,1987,1,31,,,,,,,,,,141
bollja01,,,Jared,Boll,,,,74,190,R,21719,73694,bollja01,2007,2011,,,R,1986,5,13,USA,IL,Crystal Lake,,,,,,,99
bolonla01,,,Larry,Bolonchuk,,Larry Kenneth Mitchell,,70,190,L,12037,462,bolonla01,1972,1977,,,D,1952,2,26,Canada,MB,Winnipeg,,,,,,,122
boltohu01,,,Hugh,Bolton,,Hugh Edward,Yug,75,186,L,12038,463,boltohu01,1949,1956,,,D,1929,4,15,Canada,ON,Toronto,1999,10,17,Canada,ON,Etobicoke,114
bombabr01,,,Brad,Bombardir,,Luke Bradley,,73,205,L,10134,464,bombabr01,1997,2003,,,D,1972,5,5,Canada,BC,Powell River,,,,,,,215
bonarda01,,,Dan,Bonar,,Daniel Gordon,Kato,69,175,R,12039,466,bonarda01,1980,1982,,,C,1956,9,23,Canada,MB,Deloraine,,,,,,,93
bondke01,,,Kerry,Bond,,Kerry John,,72,190,L,,10028,bondke01,,,1974,1975,L,1945,7,18,Canada,ON,Sudbury,,,,,,,217
bondrpe01,,,Peter,Bondra,,Peter,Bonzai,72,200,L,10135,469,bondrpe01,1990,2006,,,R,1968,2,7,Ukraine,,Lutsk,,,,,,,117
boninbr01,,,Brian,Bonin,,Brian,,70,186,L,14758,470,boninbr01,1998,2000,,,C,1973,11,28,USA,MN,St. Paul,,,,,,,131
boninma01,,,Marcel,Bonin,,Marcel Jacques,,70,170,L,12040,471,boninma01,1952,1961,,,L,1932,9,12,Canada,QC,Montreal,,,,,,,67
boninni01,,,Nick,Bonino,,,,73,180,L,,105377,boninni01,2009,2011,,,C,1988,4,20,USA,CT,Unionville,,,,,,,193
bonkra01,,,Radek,Bonk,,Radek,,75,213,L,15139,472,bonkra01,1994,2008,,,C,1976,1,9,Czech Republic,,Krnov,,,,,,,214
bonniry01,,,Ryan,Bonni,,Ryan,,76,190,L,15048,26841,bonniry01,1999,1999,,,D,1979,2,18,Canada,MB,Winnipeg,,,,,,,148
bonsija01,,,Jason,Bonsignore,,Jason,,76,220,R,10472,476,bonsija01,1994,1998,,,C,1976,4,15,USA,NY,Rochester,,,,,,,94
bonvide01,,,Dennis,Bonvie,,Dennis Kevin,The Menace,71,205,R,10435,10717,bonvide01,1994,2003,,,R,1973,7,23,Canada,NS,Antigonish,,,,,,,51
boogade01,,,Derek,Boogaard,,,,79,254,L,20384,50621,boogade01,2005,2010,,,L,1982,6,23,Canada,SK,Saskatoon,2011,5,13,USA,MN,Minneapolis,229
booji01,,,Jim,Boo,,James McQuaid,,73,200,R,12041,8538,booji01,1977,1977,,,D,1954,11,12,USA,MO,Rolla,,,,,,,104
,boondi01c,boondi01h,Dickie,Boon,,Richard R.,,65,130,,P195201,478,boondi01,,,,,,1878,2,14,Canada,ON,Belleville,1961,5,3,,,,115
boonebu01,,,Buddy,Boone,,Carl George,,67,158,R,12042,10667,boonebu01,1956,1957,,,R,1932,9,11,Canada,ON,Kirkland Lake,1986,9,1,Canada,ON,Kirkland Lake,225
boothda01,,,David,Booth,,,,72,212,L,21311,67781,boothda01,2006,2011,,,L,1984,11,24,USA,MI,Washington,,,,,,,238
boothge01,,,George,Boothman,,George Edward,,74,175,R,12043,14368,boothge01,1942,1943,,,C,1916,9,25,Canada,AB,Calgary,2003,9,13,,,,157
bootlda01,,,Darryl,Bootland,,,,73,197,R,19811,42481,bootlda01,2003,2007,,,R,1981,11,2,Canada,ON,Toronto,,,,,,,1
bordech01,,,Christian,Bordeleau,,Christian Gerard,Pepe,68,172,L,12044,480,bordech01,1968,1971,1972,1978,C,1947,9,23,Canada,QC,Rouyn-Noranda,,,,,,,255
bordejp01,,,J.P.,Bordeleau,,Jean Paul,,73,175,R,12045,481,bordejp01,1969,1979,,,R,1949,6,13,Canada,QC,Rouyn-Noranda,,,,,,,219
bordepa01,,,Paulin,Bordeleau,,Paulin Joseph,,69,162,R,12046,482,bordepa01,1973,1975,1976,1978,R,1953,1,29,Canada,QC,Rouyn-Noranda,,,,,,,175
bordese01,,,Sebastien,Bordeleau,,Sebastien,,71,185,R,14990,18622,bordese01,1995,2001,,,C,1975,2,15,Canada,BC,Vancouver,,,,,,,241
borerca01,,,Casey,Borer,,,,74,205,L,21327,77812,borerca01,2007,2009,,,D,1985,7,28,USA,MN,Minneapolis,,,,,,,162
borgedo01,,,Don,Borgeson,,Donald Gary,,71,175,L,,7252,borgedo01,,,1974,1975,L,1945,5,20,Canada,SK,North Battleford,,,,,,,181
borotja01,,,Jack,Borotsik,,John Nicholas,,69,180,L,12047,8287,borotja01,1974,1974,,,C,1949,11,26,Canada,MB,Brandon,,,,,,,232
borowma01,,,Mark,Borowiecki,,,,73,185,,,,borowma01,2011,2011,,,D,1989,6,12,,,,,,,,,,84
borsalu01,,,Luciano,Borsato,,Luciano Roberto,,71,190,R,10138,484,borsalu01,1990,1994,,,C,1966,1,7,Canada,ON,Richmond Hill,,,,,,,55
borscni01,,,Nikolai,Borschevsky,,Nikolai,The Stick,69,180,L,10139,485,borscni01,1992,1995,,,R,1965,1,12,USSR,,Tomsk,,,,,,,72
borturo01,,,Robert,Bortuzzo,,,,75,196,,,,borturo01,2011,2011,,,D,1989,3,18,,,,,,,,,,22
boschla01,,,Laurie,Boschman,,Laurie Joseph,,72,185,L,10140,486,boschla01,1979,1992,,,C,1960,6,4,Canada,SK,Major,,,,,,,234
bossymi01,,bossymi01h,Mike,Bossy,,Michael Jean,Boss,72,186,R,P199101,487,bossymi01,1977,1986,,,R,1957,1,22,Canada,QC,Montreal,,,,,,,121
bostrhe01,,,Helge,Bostrom,,Helge,Bulge/Arbuckle,68,185,L,12049,18934,bostrhe01,1929,1932,,,D,1894,1,9,Canada,MB,Winnipeg,1977,1,25,USA,MN,Deer River,113
botelma01,,,Mark,Botell,,Mark,,76,220,L,12050,6522,botelma01,1981,1981,,,D,1961,8,27,Canada,ON,Scarborough,,,,,,,228
bothwti01,,,Tim,Bothwell,,Timothy John,,75,190,L,12051,489,bothwti01,1978,1988,,,D,1955,5,6,Canada,BC,Vancouver,,,,,,,80
botteja01,,,Jason,Botterill,,Jason N.,,76,220,L,10476,490,botteja01,1997,2003,,,L,1976,5,19,Canada,AB,Edmonton,,,,,,,30
bottica01,,,Cam,Botting,,Cameron Allan,,74,205,R,12052,7860,bottica01,1975,1975,,,R,1954,3,10,Canada,ON,Kingston,,,,,,,116
bouchbi01,,,Billy,Boucher,,William Martin,,67,155,R,12058,21449,bouchbi01,1921,1927,,,R,1899,11,10,Canada,ON,Ottawa,1958,11,10,,,,198
bouchbo01,,,Bobby,Boucher,,Robert James,Shorty,68,142,R,12061,25807,bouchbo01,1923,1923,,,C,1904,2,14,Canada,ON,Ottawa,1931,6,10,,,,192
bouchbr01,,,Brian,Boucher,,Brian,,74,198,L,18259,14461,bouchbr01,1999,2011,,,G,1977,1,2,USA,RI,Woonsocket,,,,,,,90
bouchbu01,,bouchbu01h,Butch,Bouchard,,Emile Joseph,,74,205,R,P196603,492,bouchbu01,1941,1955,,,D,1920,9,11,Canada,QC,Montreal,,,,,,,122
bouchcl01,,,Clarence,Boucher,also known as Bowcher,Clarence Alexander,,73,195,L,12073,22577,bouchcl01,1926,1927,,,D,1896,11,1,Canada,ON,North Bay,1971,,,,,,89
bouchda01,,,Dan,Bouchard,,Daniel Hector,Reverend,72,190,L,18439,6996,bouchda01,1972,1985,,,G,1950,12,12,Canada,QC,Val d'Or,,,,,,,109
bouchdi01,,,Dick,Bouchard,,Richard J.,,68,155,R,12054,11401,bouchdi01,1954,1954,,,R,1934,12,2,Canada,MB,Letellier,1996,,,,,,98
bouched01,,,Edmond,Bouchard,,Edmond,,70,185,L,12055,23485,bouched01,1921,1928,,,L,1892,5,24,Canada,QC,St. Etienne,1955,7,18,,,,152
bouchfr01,bouchfr01c,bouchfr01h,Frank,Boucher,,Francois Xavier,Raffles,69,185,L,P195801,498,bouchfr01,1921,1943,,,C,1901,10,7,Canada,ON,Ottawa,1977,12,12,Canada,ON,Kemptville,11
bouchge01,bouchge01c,bouchge01h,Georges,Boucher,,George John,Buck,69,169,L,P196001,18926,bouchge01,1917,1931,,,D,1896,8,19,Canada,ON,Ottawa,1960,10,17,,,,14
,bouchgu01c,,Guy,Boucher,,,,,,,,,bouchgu99c,,,,,,1971,8,3,Canada,QC,Notre-Dame-du-Lac,,,,,,,257
bouchhe01,,,Henry,Boucha,,Henry Charles,Chief,72,185,R,12053,491,bouchhe01,1971,1976,1975,1975,C,1951,6,1,USA,MN,Warroad,,,,,,,195
bouchjo01,,,Joel,Bouchard,,Joel,,73,209,L,10141,496,bouchjo01,1994,2005,,,D,1974,1,23,Canada,QC,Montreal,,,,,,,108
bouchph01,,,Philippe,Boucher,,Philippe,,75,221,R,10142,501,bouchph01,1992,2008,,,D,1973,3,24,Canada,QC,St. Apollinaire,,,,,,,129
bouchpi01,,,Pierre,Bouchard,,Pierre Emil,Butch,74,205,L,12057,497,bouchpi01,1970,1981,,,D,1948,2,20,Canada,QC,Longueuil,,,,,,,257
bouchpi02,,,Pierre-Marc,Bouchard,,,,70,172,L,20529,55023,bouchpi02,2002,2011,,,C,1984,4,27,Canada,QC,Sherbrooke,,,,,,,229
bouckty01,,,Tyler,Bouck,,,,72,196,L,16668,28812,bouckty01,2000,2006,,,R,1980,1,13,Canada,AB,Camrose,,,,,,,189
boudran01,,,Andre,Boudrias,,Andre Gerard,,68,165,L,12062,506,boudran01,1963,1975,1976,1977,L,1943,9,19,Canada,QC,Montreal,,,,,,,244
boudrbr01,boudrbr01c,,Bruce,Boudreau,,Bruce Allan,Gabby,69,170,L,10143,502,boudrbr01,1976,1985,1975,1975,C,1955,1,9,Canada,ON,Toronto,,,,,,,204
boudrmi01,,,Michel,Boudreau,,Michel,,72,180,L,,10324,boudrmi01,,,1972,1973,C,1952,9,26,Canada,QC,Asbestos,,,,,,,239
boughba01,,,Barry,Boughner,,Barry Michael,,70,180,L,12063,10803,boughba01,1969,1970,,,R,1948,1,29,Canada,ON,Delhi,,,,,,,226
boughbo01,,,Bob,Boughner,,Robert,,72,203,R,10144,507,boughbo01,1995,2005,,,D,1971,3,8,Canada,ON,Windsor,,,,,,,18
bougije01,,,Jean,Bougie,,Jean,,,,,,,,,,,,,,,,,,,,,,,,,184
bouilfr01,,,Francis,Bouillon,,Francis,,68,201,L,19401,23003,bouilfr01,1999,2011,,,D,1975,10,17,Canada,QC,Quebec City,,,,,,,165
bouleje01,,,Jesse,Boulerice,,,The Bull,74,215,R,11519,23046,bouleje01,2001,2008,,,R,1978,8,10,USA,NY,Plattsburgh,,,,,,,8
boultbe01,,,Bert,Boulton,,Bert,,,,,,,,,,,,,,,,,,,,,,,,,27
boulter01,,,Eric,Boulton,,,,73,220,L,10074,23908,boulter01,2000,2011,,,L,1976,8,17,Canada,NS,Halifax,,,,,,,164
boumala01,,,Lance,Bouma,,,,73,210,,,,boumala01,2010,2011,,,C,1990,3,25,Canada,AB,Provost,,,,,,,113
boumejo01,,,Josef,Boumedienne,,,,74,205,L,11524,37633,boumejo01,2001,2003,,,D,1978,1,12,Sweden,,Stockholm,,,,,,,13
bourbda01,,,Dan,Bourbonnais,,Daniel Richard,,70,185,L,12064,8345,bourbda01,1981,1983,,,L,1962,3,6,Canada,MB,Winnipeg,,,,,,,67
bourbri01,,,Rick,Bourbonnais,,Richard Ronald,,72,186,R,12065,511,bourbri01,1975,1977,,,R,1955,4,20,Canada,ON,Toronto,,,,,,,10
bourcco01,,,Conrad,Bourcier,,Conrad,,66,155,L,12066,21405,bourcco01,1935,1935,,,C,1916,5,28,Canada,QC,Montreal,9999,,,,,,165
bourcje01,,,Jean,Bourcier,,Jean Louis,,71,175,L,12067,21404,bourcje01,1935,1935,,,L,1911,1,3,Canada,QC,Montreal,,,,,,,37
bourdlu01,,,Luc,Bourdon,,,,75,211,L,21629,73268,bourdlu01,2006,2007,,,D,1987,2,16,Canada,NB,Shippagan,2008,5,29,Canada,NB,Shippagan,201
bourdma01,,,Marc-Andre,Bourdon,,,,72,206,,,,bourdma01,2011,2011,,,D,1989,9,17,,,,,,,,,,251
bourgch01,,,Charlie,Bourgeois,,Charles Marc,Boo Boo,76,220,R,12069,514,bourgch01,1981,1987,,,D,1959,11,19,Canada,NB,Moncton,,,,,,,3
bourgle01,,,Leo,Bourgeault,,Leo A.,,66,165,L,12068,513,bourgle01,1926,1934,,,D,1903,1,17,Canada,ON,Sturgeon Falls,1965,11,1,,,,164
bournbo01,,,Bob,Bourne,,Robert Glen,Jets,75,200,L,12070,518,bournbo01,1974,1987,,,C,1954,6,21,Canada,SK,Netherhill,,,,,,,169
bourqch01,,,Chris,Bourque,,,,68,181,L,21291,78707,bourqch01,2007,2009,,,L,1986,1,29,USA,MA,Boston,,,,,,,44
bourqcl01,,,Claude,Bourque,,Claude Hennessey,,66,140,L,18440,17129,bourqcl01,1938,1939,,,G,1915,3,31,Canada,NS,Oxford,1982,5,13,,,,154
bourqga01,,,Gabriel,Bourque,,,,70,192,,,,bourqga01,2011,2011,,,L,1989,3,4,,,,,,,,,,54
bourqph01,,,Phil,Bourque,,Phillippe Raymond,,73,196,L,10145,519,bourqph01,1983,1995,,,L,1962,6,8,USA,MA,Chelmsford,,,,,,,248
bourqra01,,bourqra01h,Raymond,Bourque,,Raymond Jean,,71,219,L,P200401,520,bourqra01,1979,2000,,,D,1960,12,28,Canada,QC,Montreal,,,,,,,166
bourqre01,,,Rene,Bourque,,,,74,213,L,21558,54761,bourqre01,2005,2011,,,L,1981,12,10,Canada,AB,Lac La Biche,,,,,,,1
boutepa01,,,Pat,Boutette,,Patrick Michael,Booter/Bash,68,175,L,12071,522,boutepa01,1975,1984,,,R,1952,3,1,Canada,ON,Windsor,,,,,,,128
boutipa01,,,Paul,Boutilier,,Paul Andre,,72,200,L,12072,523,boutipa01,1981,1988,,,D,1963,5,3,Canada,NS,Sydney,,,,,,,98
boutiro01,,,Rollie,Boutin,,Roland David,,69,179,L,18441,6507,boutiro01,1978,1980,,,G,1957,11,6,Canada,AB,Westlock,,,,,,,215
bouvrli01,,,Lionel,Bouvrette,,Lionel,,69,165,L,18442,17677,bouvrli01,1942,1942,,,G,1914,6,10,Canada,ON,Hawkesbury,2000,8,2,USA,FL,Delray Beach,114
bouwmja01,,,Jay,Bouwmeester,,,,76,212,L,20507,46419,bouwmja01,2002,2011,,,D,1983,9,27,Canada,AB,Edmonton,,,,,,,136
bowenja01,,,Jason,Bowen,,Jason,,76,220,L,10148,525,bowenja01,1992,1997,,,D,1973,11,9,Canada,BC,Port Alice,,,,,,,44
bowerjo01,,bowerjo01h,Johnny,Bower,,John William,The China Wall,71,189,L,P197601,526,bowerjo01,1953,1969,,,G,1924,11,8,Canada,SK,Prince Albert,,,,,,,171
,,bowieru01h,Russell,Bowie,,Russell,Dubbie,,,,P194503,,bowieru01,,,,,C,1880,8,24,Canada,QC,Montreal,1959,4,8,,,,154
bowlebi01,,,Bill,Bowler,,,,69,180,L,20086,17962,bowlebi01,2000,2000,,,C,1974,9,25,Canada,ON,Toronto,,,,,,,192
bowlebr01,,,Brian,Bowles,,Brian Earl,,71,180,R,,8321,bowlebr01,,,1975,1975,D,1952,2,18,Canada,QC,Drummondville,,,,,,,87
bowmadr01,,,Drayson,Bowman,,,,73,190,L,,82947,bowmadr01,2009,2011,,,C,1989,3,8,USA,MI,Grand Rapids,,,,,,,105
bowmaki01,,,Kirk,Bowman,,Kirk Robert,Snuffy,69,178,L,12074,527,bowmaki01,1976,1978,1973,1973,L,1952,9,30,Canada,ON,Leamington,,,,,,,245
bowmara01,,,Ralph,Bowman,,Ralph B.,Scotty,71,190,L,12075,20988,bowmara01,1933,1939,,,D,1911,6,20,Canada,MB,Winnipeg,1990,10,17,,,,188
,bowmasc01c,bowmasc01h,Scotty,Bowman,,William Scott,,,,,B199101,528,bowmasc99c,,,,,,1933,9,18,Canada,QC,Montreal,,,,,,,226
bownaja01,,,Jack,Bownass,,John,,73,190,L,12076,10638,bownaja01,1957,1961,,,D,1930,7,27,Canada,MB,Winnipeg,2010,2,10,Canada,MB,Winnipeg,156
bowneri01,bowneri01c,,Rick,Bowness,,Richard Gary,,73,185,R,12077,529,bowneri01,1975,1981,,,R,1955,1,25,Canada,NB,Moncton,,,,,,,240
boxtr01,,,Trooper,Box,,A.B.,,,,,,,,,,,,D,,,,,,,,,,,,,44
boycear01,,,Art,Boyce,,Arthur,,,,,,,,,,,,G,,,,,,,,,,,,,81
boyceda01,,,Darryl,Boyce,,,,72,200,L,22490,62217,boyceda01,2007,2011,,,C,1984,7,7,Canada,PE,Summerside,,,,,,,48
boychjo01,,,Johnny,Boychuk,,,,74,225,R,20616,55353,boychjo01,2007,2011,,,D,1984,1,19,Canada,AB,Edmonton,,,,,,,143
boychza01,,,Zach,Boychuk,,,,70,180,L,22684,89914,boychza01,2008,2011,,,C,1989,10,4,Canada,AB,Airdrie,,,,,,,130
boydbi01,,,Bill,Boyd,,William G.,,70,185,R,12078,24346,boydbi01,1926,1929,,,R,1898,5,15,Canada,ON,Belleville,1940,11,17,,,,160
boydbo01,,,Bob,Boyd,,Robert,Boydie,72,190,R,,10209,boydbo01,,,1973,1974,D,1951,11,27,Canada,ON,Toronto,,,,,,,122
boyddu01,,,Dustin,Boyd,,,,72,192,L,21356,71963,boyddu01,2006,2010,,,C,1986,7,16,Canada,MB,Winnipeg,,,,,,,256
boydir01,,,Irwin,Boyd,,Irwin Scott,Yank,70,152,R,12079,16095,boydir01,1931,1943,,,R,1908,11,13,USA,PA,Philadelphia,1979,11,12,,,,210
boydji01,,,Jim,Boyd,,James Patrick,,69,180,L,,8346,boydji01,,,1974,1976,C,1949,6,4,Canada,AB,Calgary,,,,,,,63
boydra01,,,Randy,Boyd,,Randy Keith Joseph,,71,190,L,12080,532,boydra01,1981,1988,,,D,1962,1,23,Canada,ON,Coniston,,,,,,,207
boyerwa01,,,Wally,Boyer,,Walter,,68,165,L,12081,535,boyerwa01,1965,1971,1972,1972,C,1937,9,27,Canada,MB,Cowan,,,,,,,122
boyerza01,,,Zac,Boyer,,Zachary,,73,199,R,10149,536,boyerza01,1994,1995,,,R,1971,10,25,Canada,NT,Inuvik,,,,,,,20
boyesbr01,,,Brad,Boyes,,Bradley Keith,,73,197,R,19579,42331,boyesbr01,2003,2011,,,C,1982,4,17,Canada,ON,Mississauga,,,,,,,128
boykoda01,,,Darren,Boyko,,Darren,,69,169,R,12082,6345,boykoda01,1988,1988,,,C,1964,1,16,Canada,MB,Winnipeg,,,,,,,165
boylade01,,,Dean,Boylan,,Dean,,72,185,R,,10217,boylade01,,,1973,1974,D,1951,1,28,USA,MA,Boston,,,,,,,86
boylebr01,,,Brian,Boyle,,,,78,222,L,20935,72656,boylebr01,2007,2011,,,C,1984,12,18,USA,MA,Dorchester,,,,,,,213
boyleda01,,,Dan,Boyle,,Daniel,,71,190,R,11406,22001,boyleda01,1998,2011,,,D,1976,7,12,Canada,ON,Ottawa,,,,,,,18
boyntni01,,,Nick,Boynton,,Nicholas Carl,,74,211,R,14975,23713,boyntni01,1999,2010,,,D,1979,1,14,Canada,ON,Nobleton,,,,,,,166
bozakty01,,,Tyler,Bozak,,,,73,195,R,,83925,bozakty01,2009,2011,,,C,1986,3,19,Canada,SK,Regina,,,,,,,128
bozekst01,,,Steve,Bozek,,Steven Michael,,71,180,L,10150,539,bozekst01,1981,1991,,,L,1960,11,26,Canada,BC,Kelowna,,,,,,,108
bozonph01,,,Philippe,Bozon,,Philippe,,70,185,L,10151,540,bozonph01,1991,1994,,,L,1966,11,30,France,,Chamonix,,,,,,,96
brackcu01,,,Curt,Brackenbury,,John Curtis,Brack,70,200,R,12084,541,brackcu01,1979,1982,1973,1978,R,1952,1,31,Canada,ON,Kapuskasing,,,,,,,239
brackjo01,,,John,Brackenborough,,John,Spider,71,170,L,12083,29871,brackjo01,1925,1925,,,L,1897,2,9,Canada,ON,Parry Sound,1993,7,8,USA,FL,Dunedin,238
bradlba01,,,Bart,Bradley,,Barton William,,68,150,L,12085,12121,bradlba01,1949,1949,,,C,1930,7,29,Canada,ON,Fort William,2006,9,16,,,,88
bradlbr01,,,Brian,Bradley,,Brian Walter Richard,,70,180,R,10152,542,bradlbr01,1985,1997,,,C,1965,1,21,Canada,ON,Kitchener,,,,,,,195
bradlbr02,,,Brian,Bradley,,Brian James,,70,185,L,,9998,bradlbr02,,,1972,1974,L,1944,12,14,Canada,ON,Sudbury,,,,,,,203
bradlly01,,,Lyle,Bradley,,Lyle Walter,,69,160,R,12086,7851,bradlly01,1973,1976,,,C,1943,7,31,Canada,SK,Lloydminster,,,,,,,83
